Unnamed: 0,Player No,Player Name,Position,Point,Errors,Touches,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
8,6,Janiska Jennifer ,OH,0,0,1,1,0.0,GER,BLOCK,0,0,13800,
9,7,Vanjak Ivana ,OH,0,0,0,0,,GER,BLOCK,0,0,13800,
10,10,Stigrot Lena (C),OH,0,0,1,1,0.0,GER,BLOCK,0,0,13800,
11,13,Hippe Saskia ,O,0,0,0,0,,GER,BLOCK,0,0,13800,
12,22,Strubbe Monique ,MB,0,0,0,0,,GER,BLOCK,0,0,13800,
13,24,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,0,0,13800,
0,9,Alsmeier Lina ,OH,2,0,1,3,66.67,GER,BLOCK,1,19,13800,0.0
1,1,Bock Linda ,L,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
2,2,Kästner Pia ,S,0,2,1,3,-66.67,GER,BLOCK,1,19,13800,0.0
3,4,Pogany Anna ,L,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
4,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
5,6,Janiska Jennifer ,OH,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
6,7,Vanjak Ivana ,OH,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
7,10,Stigrot Lena (C),OH,0,0,1,1,0.0,GER,BLOCK,1,19,13800,0.0
8,12,Orthmann Hanna ,OH,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
9,13,Hippe Saskia ,O,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
10,14,Schölzel Marie ,MB,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
11,21,Weitzel Camilla ,MB,0,1,0,1,-100.0,GER,BLOCK,1,19,13800,0.0
12,22,Strubbe Monique ,MB,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
13,24,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,1,19,13800,0.0
0,14,Schölzel Marie ,MB,1,0,0,1,100.0,GER,BLOCK,2,22,13800,0.0
1,1,Bock Linda ,L,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
2,2,Kästner Pia ,S,0,0,1,1,0.0,GER,BLOCK,2,22,13800,0.0
3,4,Pogany Anna ,L,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
4,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
5,6,Janiska Jennifer ,OH,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
6,7,Vanjak Ivana ,OH,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
7,9,Alsmeier Lina ,OH,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
8,10,Stigrot Lena (C),OH,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
9,12,Orthmann Hanna ,OH,0,1,0,1,-100.0,GER,BLOCK,2,22,13800,0.0
10,13,Hippe Saskia ,O,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
11,21,Weitzel Camilla ,MB,0,1,1,2,-50.0,GER,BLOCK,2,22,13800,0.0
12,22,Strubbe Monique ,MB,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
13,24,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,2,22,13800,0.0
0,2,Kästner Pia ,S,1,0,0,1,100.0,GER,BLOCK,3,25,13800,0.0
1,12,Orthmann Hanna ,OH,1,0,1,2,50.0,GER,BLOCK,3,25,13800,0.0
2,14,Schölzel Marie ,MB,1,2,0,3,-33.33,GER,BLOCK,3,25,13800,0.0
3,21,Weitzel Camilla ,MB,1,0,1,2,50.0,GER,BLOCK,3,25,13800,0.0
4,1,Bock Linda ,L,0,0,0,0,,GER,BLOCK,3,25,13800,0.0
5,4,Pogany Anna ,L,0,0,0,0,,GER,BLOCK,3,25,13800,0.0
6,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,3,25,13800,0.0
7,6,Janiska Jennifer ,OH,0,0,1,1,0.0,GER,BLOCK,3,25,13800,0.0
8,7,Vanjak Ivana ,OH,0,0,0,0,,GER,BLOCK,3,25,13800,0.0
9,9,Alsmeier Lina ,OH,0,0,0,0,,GER,BLOCK,3,25,13800,0.0
10,10,Stigrot Lena (C),OH,0,0,0,0,,GER,BLOCK,3,25,13800,0.0
11,13,Hippe Saskia ,O,0,0,0,0,,GER,BLOCK,3,25,13800,0.0
12,22,Strubbe Monique ,MB,0,0,0,0,,GER,BLOCK,3,25,13800,0.0
13,24,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,3,25,13800,0.0
0,10,Chirichella Cristina ,MB,3,3,4,10,0.0,ITA,BLOCK,0,0,13800,
1,11,Danesi Anna ,MB,3,2,4,9,11.11,ITA,BLOCK,0,0,13800,
2,5,Malinov Ofelia ,S,2,2,6,10,0.0,ITA,BLOCK,0,0,13800,
3,1,Lubian Marina ,MB,0,0,0,0,,ITA,BLOCK,0,0,13800,
4,2,Bosio Francesca ,S,0,0,0,0,,ITA,BLOCK,0,0,13800,
5,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,BLOCK,0,0,13800,
6,6,De Gennaro Monica ,L,0,0,0,0,,ITA,BLOCK,0,0,13800,
7,7,Fersino Eleonora ,L,0,0,0,0,,ITA,BLOCK,0,0,13800,
8,9,Bosetti Caterina Chiara ,OH,0,0,3,3,0.0,ITA,BLOCK,0,0,13800,
9,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,BLOCK,0,0,13800,
10,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,BLOCK,0,0,13800,
11,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,ITA,BLOCK,0,0,13800,
12,18,Egonu Paola Ogechi ,O,0,2,1,3,-66.67,ITA,BLOCK,0,0,13800,
13,21,Degradi Alice Carlotta ,OH,0,1,4,5,-20.0,ITA,BLOCK,0,0,13800,
0,5,Malinov Ofelia ,S,1,0,3,4,25.0,ITA,BLOCK,1,25,13800,1.0
1,1,Lubian Marina ,MB,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
2,2,Bosio Francesca ,S,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
3,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
4,6,De Gennaro Monica ,L,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
5,7,Fersino Eleonora ,L,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
6,9,Bosetti Caterina Chiara ,OH,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
7,10,Chirichella Cristina ,MB,0,1,2,3,-33.33,ITA,BLOCK,1,25,13800,1.0
8,11,Danesi Anna ,MB,0,1,0,1,-100.0,ITA,BLOCK,1,25,13800,1.0
9,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
10,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
11,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
12,18,Egonu Paola Ogechi ,O,0,0,0,0,,ITA,BLOCK,1,25,13800,1.0
13,21,Degradi Alice Carlotta ,OH,0,1,1,2,-50.0,ITA,BLOCK,1,25,13800,1.0
0,11,Danesi Anna ,MB,1,1,1,3,0.0,ITA,BLOCK,2,25,13800,1.0
1,1,Lubian Marina ,MB,0,0,0,0,,ITA,BLOCK,2,25,13800,1.0
2,2,Bosio Francesca ,S,0,0,0,0,,ITA,BLOCK,2,25,13800,1.0
3,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,BLOCK,2,25,13800,1.0
4,5,Malinov Ofelia ,S,0,1,0,1,-100.0,ITA,BLOCK,2,25,13800,1.0
5,6,De Gennaro Monica ,L,0,0,0,0,,ITA,BLOCK,2,25,13800,1.0
6,7,Fersino Eleonora ,L,0,0,0,0,,ITA,BLOCK,2,25,13800,1.0
7,9,Bosetti Caterina Chiara ,OH,0,0,3,3,0.0,ITA,BLOCK,2,25,13800,1.0
8,10,Chirichella Cristina ,MB,0,1,0,1,-100.0,ITA,BLOCK,2,25,13800,1.0
9,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,BLOCK,2,25,13800,1.0
10,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,BLOCK,2,25,13800,1.0
11,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,ITA,BLOCK,2,25,13800,1.0
12,18,Egonu Paola Ogechi ,O,0,1,0,1,-100.0,ITA,BLOCK,2,25,13800,1.0
13,21,Degradi Alice Carlotta ,OH,0,0,0,0,,ITA,BLOCK,2,25,13800,1.0
0,10,Chirichella Cristina ,MB,3,1,2,6,33.33,ITA,BLOCK,3,27,13800,1.0
1,11,Danesi Anna ,MB,2,0,3,5,40.0,ITA,BLOCK,3,27,13800,1.0
2,5,Malinov Ofelia ,S,1,1,3,5,0.0,ITA,BLOCK,3,27,13800,1.0
3,1,Lubian Marina ,MB,0,0,0,0,,ITA,BLOCK,3,27,13800,1.0
4,2,Bosio Francesca ,S,0,0,0,0,,ITA,BLOCK,3,27,13800,1.0
5,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,BLOCK,3,27,13800,1.0
6,6,De Gennaro Monica ,L,0,0,0,0,,ITA,BLOCK,3,27,13800,1.0
7,7,Fersino Eleonora ,L,0,0,0,0,,ITA,BLOCK,3,27,13800,1.0
8,9,Bosetti Caterina Chiara ,OH,0,0,0,0,,ITA,BLOCK,3,27,13800,1.0
9,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,BLOCK,3,27,13800,1.0
10,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,BLOCK,3,27,13800,1.0
11,17,Sylla Myriam Fatime (C),OH,0,0,0,0,,ITA,BLOCK,3,27,13800,1.0
12,18,Egonu Paola Ogechi ,O,0,1,1,2,-50.0,ITA,BLOCK,3,27,13800,1.0
13,21,Degradi Alice Carlotta ,OH,0,0,3,3,0.0,ITA,BLOCK,3,27,13800,1.0
0,15,Stevanovic Jovana ,MB,9,7,5,21,9.52,SRB,BLOCK,0,0,13801,
1,14,Aleksic Maja ,MB,4,4,4,12,0.0,SRB,BLOCK,0,0,13801,
2,1,Busa Bianka ,OH,2,1,3,6,16.67,SRB,BLOCK,0,0,13801,
3,13,Bjelica Ana (C),O,2,5,0,7,-42.86,SRB,BLOCK,0,0,13801,
4,8,Mirkovic Sladjana ,S,1,9,1,11,-72.73,SRB,BLOCK,0,0,13801,
5,2,Lazovic Katarina ,OH,0,1,1,2,-50.0,SRB,BLOCK,0,0,13801,
6,7,Jaksic Ana ,S,0,1,0,1,-100.0,SRB,BLOCK,0,0,13801,
7,12,Pusic Teodora ,L,0,0,0,0,,SRB,BLOCK,0,0,13801,
8,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,BLOCK,0,0,13801,
9,21,Kocic Jovana ,MB,0,0,0,0,,SRB,BLOCK,0,0,13801,
10,22,Lozo Sara ,O,0,2,1,3,-66.67,SRB,BLOCK,0,0,13801,
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,0,0,13801,
12,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,0,0,13801,
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,BLOCK,0,0,13801,
0,8,Mirkovic Sladjana ,S,1,1,0,2,0.0,SRB,BLOCK,1,25,13801,1.0
1,14,Aleksic Maja ,MB,1,0,0,1,100.0,SRB,BLOCK,1,25,13801,1.0
2,15,Stevanovic Jovana ,MB,1,3,1,5,-40.0,SRB,BLOCK,1,25,13801,1.0
3,1,Busa Bianka ,OH,0,0,0,0,,SRB,BLOCK,1,25,13801,1.0
4,2,Lazovic Katarina ,OH,0,1,0,1,-100.0,SRB,BLOCK,1,25,13801,1.0
5,7,Jaksic Ana ,S,0,0,0,0,,SRB,BLOCK,1,25,13801,1.0
6,12,Pusic Teodora ,L,0,0,0,0,,SRB,BLOCK,1,25,13801,1.0
7,13,Bjelica Ana (C),O,0,3,0,3,-100.0,SRB,BLOCK,1,25,13801,1.0
8,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,BLOCK,1,25,13801,1.0
9,21,Kocic Jovana ,MB,0,0,0,0,,SRB,BLOCK,1,25,13801,1.0
10,22,Lozo Sara ,O,0,1,0,1,-100.0,SRB,BLOCK,1,25,13801,1.0
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,1,25,13801,1.0
12,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,1,25,13801,1.0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,BLOCK,1,25,13801,1.0
0,14,Aleksic Maja ,MB,1,1,2,4,0.0,SRB,BLOCK,2,15,13801,0.0
1,15,Stevanovic Jovana ,MB,1,2,0,3,-33.33,SRB,BLOCK,2,15,13801,0.0
2,1,Busa Bianka ,OH,0,0,0,0,,SRB,BLOCK,2,15,13801,0.0
3,2,Lazovic Katarina ,OH,0,0,1,1,0.0,SRB,BLOCK,2,15,13801,0.0
4,7,Jaksic Ana ,S,0,1,0,1,-100.0,SRB,BLOCK,2,15,13801,0.0
5,8,Mirkovic Sladjana ,S,0,0,1,1,0.0,SRB,BLOCK,2,15,13801,0.0
6,12,Pusic Teodora ,L,0,0,0,0,,SRB,BLOCK,2,15,13801,0.0
7,13,Bjelica Ana (C),O,0,0,0,0,,SRB,BLOCK,2,15,13801,0.0
8,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,BLOCK,2,15,13801,0.0
9,21,Kocic Jovana ,MB,0,0,0,0,,SRB,BLOCK,2,15,13801,0.0
10,22,Lozo Sara ,O,0,0,0,0,,SRB,BLOCK,2,15,13801,0.0
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,2,15,13801,0.0
12,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,2,15,13801,0.0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,BLOCK,2,15,13801,0.0
0,15,Stevanovic Jovana ,MB,4,1,2,7,42.86,SRB,BLOCK,3,20,13801,0.0
1,14,Aleksic Maja ,MB,1,1,1,3,0.0,SRB,BLOCK,3,20,13801,0.0
2,1,Busa Bianka ,OH,0,0,1,1,0.0,SRB,BLOCK,3,20,13801,0.0
3,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,BLOCK,3,20,13801,0.0
4,7,Jaksic Ana ,S,0,0,0,0,,SRB,BLOCK,3,20,13801,0.0
5,8,Mirkovic Sladjana ,S,0,3,0,3,-100.0,SRB,BLOCK,3,20,13801,0.0
6,12,Pusic Teodora ,L,0,0,0,0,,SRB,BLOCK,3,20,13801,0.0
7,13,Bjelica Ana (C),O,0,0,0,0,,SRB,BLOCK,3,20,13801,0.0
8,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,BLOCK,3,20,13801,0.0
9,21,Kocic Jovana ,MB,0,0,0,0,,SRB,BLOCK,3,20,13801,0.0
10,22,Lozo Sara ,O,0,1,0,1,-100.0,SRB,BLOCK,3,20,13801,0.0
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,3,20,13801,0.0
12,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,3,20,13801,0.0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,BLOCK,3,20,13801,0.0
0,13,Bjelica Ana (C),O,2,1,0,3,33.33,SRB,BLOCK,4,25,13801,1.0
1,15,Stevanovic Jovana ,MB,2,1,2,5,20.0,SRB,BLOCK,4,25,13801,1.0
2,14,Aleksic Maja ,MB,1,0,1,2,50.0,SRB,BLOCK,4,25,13801,1.0
3,1,Busa Bianka ,OH,0,1,2,3,-33.33,SRB,BLOCK,4,25,13801,1.0
4,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,BLOCK,4,25,13801,1.0
5,7,Jaksic Ana ,S,0,0,0,0,,SRB,BLOCK,4,25,13801,1.0
6,8,Mirkovic Sladjana ,S,0,3,0,3,-100.0,SRB,BLOCK,4,25,13801,1.0
7,12,Pusic Teodora ,L,0,0,0,0,,SRB,BLOCK,4,25,13801,1.0
8,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,BLOCK,4,25,13801,1.0
9,21,Kocic Jovana ,MB,0,0,0,0,,SRB,BLOCK,4,25,13801,1.0
10,22,Lozo Sara ,O,0,0,0,0,,SRB,BLOCK,4,25,13801,1.0
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,4,25,13801,1.0
12,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,4,25,13801,1.0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,BLOCK,4,25,13801,1.0
0,1,Busa Bianka ,OH,2,0,0,2,100.0,SRB,BLOCK,5,15,13801,1.0
1,15,Stevanovic Jovana ,MB,1,0,0,1,100.0,SRB,BLOCK,5,15,13801,1.0
2,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,BLOCK,5,15,13801,1.0
3,7,Jaksic Ana ,S,0,0,0,0,,SRB,BLOCK,5,15,13801,1.0
4,8,Mirkovic Sladjana ,S,0,2,0,2,-100.0,SRB,BLOCK,5,15,13801,1.0
5,12,Pusic Teodora ,L,0,0,0,0,,SRB,BLOCK,5,15,13801,1.0
6,13,Bjelica Ana (C),O,0,1,0,1,-100.0,SRB,BLOCK,5,15,13801,1.0
7,14,Aleksic Maja ,MB,0,2,0,2,-100.0,SRB,BLOCK,5,15,13801,1.0
8,19,Milenkovic Bojana ,OH,0,0,0,0,,SRB,BLOCK,5,15,13801,1.0
9,21,Kocic Jovana ,MB,0,0,0,0,,SRB,BLOCK,5,15,13801,1.0
10,22,Lozo Sara ,O,0,0,1,1,0.0,SRB,BLOCK,5,15,13801,1.0
11,28,Delic Jelena ,MB,0,0,0,0,,SRB,BLOCK,5,15,13801,1.0
12,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,BLOCK,5,15,13801,1.0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,SRB,BLOCK,5,15,13801,1.0
0,14,Erdem Dündar Eda (C),MB,5,4,5,14,7.14,TUR,BLOCK,0,0,13801,
1,1,Arici Beyza ,MB,2,5,4,11,-27.27,TUR,BLOCK,0,0,13801,
2,3,Özbay Cansu ,S,2,1,6,9,11.11,TUR,BLOCK,0,0,13801,
3,18,Gunes Zehra ,MB,2,9,6,17,-41.18,TUR,BLOCK,0,0,13801,
4,7,Baladin Hande ,OH,1,1,3,5,0.0,TUR,BLOCK,0,0,13801,
5,9,Diken Meliha ,O,1,0,3,4,25.0,TUR,BLOCK,0,0,13801,
6,99,Karakurt Ebrar ,O,1,3,5,9,-22.22,TUR,BLOCK,0,0,13801,
7,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,0,0,13801,
8,4,Ivegin Tugba ,OH,0,0,1,1,0.0,TUR,BLOCK,0,0,13801,
9,5,Akbay Bahar ,MB,0,0,0,0,,TUR,BLOCK,0,0,13801,
10,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,0,0,13801,
11,11,Cebecioglu Derya ,OH,0,0,0,0,,TUR,BLOCK,0,0,13801,
12,12,Şahin Elif ,S,0,0,0,0,,TUR,BLOCK,0,0,13801,
13,13,Boz Meryem ,O,0,0,0,0,,TUR,BLOCK,0,0,13801,
0,1,Arici Beyza ,MB,1,3,2,6,-33.33,TUR,BLOCK,1,19,13801,0.0
1,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,1,19,13801,0.0
2,3,Özbay Cansu ,S,0,0,1,1,0.0,TUR,BLOCK,1,19,13801,0.0
3,4,Ivegin Tugba ,OH,0,0,1,1,0.0,TUR,BLOCK,1,19,13801,0.0
4,5,Akbay Bahar ,MB,0,0,0,0,,TUR,BLOCK,1,19,13801,0.0
5,7,Baladin Hande ,OH,0,0,0,0,,TUR,BLOCK,1,19,13801,0.0
6,9,Diken Meliha ,O,0,0,0,0,,TUR,BLOCK,1,19,13801,0.0
7,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,1,19,13801,0.0
8,11,Cebecioglu Derya ,OH,0,0,0,0,,TUR,BLOCK,1,19,13801,0.0
9,12,Şahin Elif ,S,0,0,0,0,,TUR,BLOCK,1,19,13801,0.0
10,13,Boz Meryem ,O,0,0,0,0,,TUR,BLOCK,1,19,13801,0.0
11,14,Erdem Dündar Eda (C),MB,0,2,0,2,-100.0,TUR,BLOCK,1,19,13801,0.0
12,18,Gunes Zehra ,MB,0,0,0,0,,TUR,BLOCK,1,19,13801,0.0
13,99,Karakurt Ebrar ,O,0,1,0,1,-100.0,TUR,BLOCK,1,19,13801,0.0
0,14,Erdem Dündar Eda (C),MB,2,0,1,3,66.67,TUR,BLOCK,2,25,13801,1.0
1,18,Gunes Zehra ,MB,2,0,1,3,66.67,TUR,BLOCK,2,25,13801,1.0
2,1,Arici Beyza ,MB,0,0,0,0,,TUR,BLOCK,2,25,13801,1.0
3,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,2,25,13801,1.0
4,3,Özbay Cansu ,S,0,1,4,5,-20.0,TUR,BLOCK,2,25,13801,1.0
5,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,BLOCK,2,25,13801,1.0
6,5,Akbay Bahar ,MB,0,0,0,0,,TUR,BLOCK,2,25,13801,1.0
7,7,Baladin Hande ,OH,0,1,0,1,-100.0,TUR,BLOCK,2,25,13801,1.0
8,9,Diken Meliha ,O,0,0,2,2,0.0,TUR,BLOCK,2,25,13801,1.0
9,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,2,25,13801,1.0
10,11,Cebecioglu Derya ,OH,0,0,0,0,,TUR,BLOCK,2,25,13801,1.0
11,12,Şahin Elif ,S,0,0,0,0,,TUR,BLOCK,2,25,13801,1.0
12,13,Boz Meryem ,O,0,0,0,0,,TUR,BLOCK,2,25,13801,1.0
13,99,Karakurt Ebrar ,O,0,2,1,3,-66.67,TUR,BLOCK,2,25,13801,1.0
0,3,Özbay Cansu ,S,2,0,0,2,100.0,TUR,BLOCK,3,25,13801,1.0
1,14,Erdem Dündar Eda (C),MB,2,0,2,4,50.0,TUR,BLOCK,3,25,13801,1.0
2,1,Arici Beyza ,MB,0,0,0,0,,TUR,BLOCK,3,25,13801,1.0
3,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,3,25,13801,1.0
4,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,BLOCK,3,25,13801,1.0
5,5,Akbay Bahar ,MB,0,0,0,0,,TUR,BLOCK,3,25,13801,1.0
6,7,Baladin Hande ,OH,0,0,3,3,0.0,TUR,BLOCK,3,25,13801,1.0
7,9,Diken Meliha ,O,0,0,1,1,0.0,TUR,BLOCK,3,25,13801,1.0
8,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,3,25,13801,1.0
9,11,Cebecioglu Derya ,OH,0,0,0,0,,TUR,BLOCK,3,25,13801,1.0
10,12,Şahin Elif ,S,0,0,0,0,,TUR,BLOCK,3,25,13801,1.0
11,13,Boz Meryem ,O,0,0,0,0,,TUR,BLOCK,3,25,13801,1.0
12,18,Gunes Zehra ,MB,0,4,4,8,-50.0,TUR,BLOCK,3,25,13801,1.0
13,99,Karakurt Ebrar ,O,0,0,1,1,0.0,TUR,BLOCK,3,25,13801,1.0
0,1,Arici Beyza ,MB,1,2,2,5,-20.0,TUR,BLOCK,4,22,13801,0.0
1,7,Baladin Hande ,OH,1,0,0,1,100.0,TUR,BLOCK,4,22,13801,0.0
2,9,Diken Meliha ,O,1,0,0,1,100.0,TUR,BLOCK,4,22,13801,0.0
3,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,4,22,13801,0.0
4,3,Özbay Cansu ,S,0,0,1,1,0.0,TUR,BLOCK,4,22,13801,0.0
5,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,BLOCK,4,22,13801,0.0
6,5,Akbay Bahar ,MB,0,0,0,0,,TUR,BLOCK,4,22,13801,0.0
7,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,4,22,13801,0.0
8,11,Cebecioglu Derya ,OH,0,0,0,0,,TUR,BLOCK,4,22,13801,0.0
9,12,Şahin Elif ,S,0,0,0,0,,TUR,BLOCK,4,22,13801,0.0
10,13,Boz Meryem ,O,0,0,0,0,,TUR,BLOCK,4,22,13801,0.0
11,14,Erdem Dündar Eda (C),MB,0,1,2,3,-33.33,TUR,BLOCK,4,22,13801,0.0
12,18,Gunes Zehra ,MB,0,4,1,5,-80.0,TUR,BLOCK,4,22,13801,0.0
13,99,Karakurt Ebrar ,O,0,0,1,1,0.0,TUR,BLOCK,4,22,13801,0.0
0,14,Erdem Dündar Eda (C),MB,1,1,0,2,0.0,TUR,BLOCK,5,13,13801,0.0
1,99,Karakurt Ebrar ,O,1,0,2,3,33.33,TUR,BLOCK,5,13,13801,0.0
2,1,Arici Beyza ,MB,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
3,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
5,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
6,5,Akbay Bahar ,MB,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
7,7,Baladin Hande ,OH,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
8,9,Diken Meliha ,O,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
9,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
10,11,Cebecioglu Derya ,OH,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
11,12,Şahin Elif ,S,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
12,13,Boz Meryem ,O,0,0,0,0,,TUR,BLOCK,5,13,13801,0.0
13,18,Gunes Zehra ,MB,0,1,0,1,-100.0,TUR,BLOCK,5,13,13801,0.0
0,23,Timmerman Eline ,MB,5,5,6,16,0.0,NED,BLOCK,0,0,13802,
1,2,Savelkoel Fleur ,OH,1,0,0,1,100.0,NED,BLOCK,0,0,13802,
2,4,Plak Celeste ,O,0,1,0,1,-100.0,NED,BLOCK,0,0,13802,
3,5,Knollema Jolien ,OH,0,3,1,4,-75.0,NED,BLOCK,0,0,13802,
4,7,Lohuis Juliet ,MB,0,5,2,7,-71.43,NED,BLOCK,0,0,13802,
5,9,Schoot Myrthe ,L,0,0,0,0,,NED,BLOCK,0,0,13802,
6,11,Buijs Anne (C),OH,0,2,3,5,-40.0,NED,BLOCK,0,0,13802,
7,12,Bongaerts Britt ,S,0,2,3,5,-40.0,NED,BLOCK,0,0,13802,
8,14,Dijkema Laura ,S,0,0,0,0,,NED,BLOCK,0,0,13802,
9,16,Baijens Indy ,MB,0,0,0,0,,NED,BLOCK,0,0,13802,
10,18,Jasper Marrit ,OH,0,0,0,0,,NED,BLOCK,0,0,13802,
11,19,Daalderop Nika ,OH,0,0,0,0,,NED,BLOCK,0,0,13802,
12,25,Reesink Florien ,L,0,0,0,0,,NED,BLOCK,0,0,13802,
13,26,Dambrink Elles ,O,0,3,3,6,-50.0,NED,BLOCK,0,0,13802,
0,2,Savelkoel Fleur ,OH,1,0,0,1,100.0,NED,BLOCK,1,25,13802,1.0
1,23,Timmerman Eline ,MB,1,3,1,5,-40.0,NED,BLOCK,1,25,13802,1.0
2,4,Plak Celeste ,O,0,0,0,0,,NED,BLOCK,1,25,13802,1.0
